TreeKey,ProjectName | Series | Year | PlotId,ProjectName | Series | Year | Plot | LandUse,TreeId,CityManaged,DirectionfromCenter,DistancefromCenter,TreeStatus,HeighttoCrownBase,TreeHeightLiveTop,TreeHeightTotal,CrownWidth1,CrownWidth2,CrownLightExposure,CrownPosition,PercentCrownMissing,Transparency,CrownDensity,ProjectName | Series | Year | Condition,PercentImperviousBelow,PercentShrubBelow,StreetTree,SiteType,StreetKey,Address,LocSite,LocNo,MtncRec,MtncTask,SwDamg,WireConflict,OtherOne,OtherTwo,OtherThree,PestTSDieback,PestTSEpiSprout,PestTSWiltFoli,PestTSEnvStress,PestTSHumStress,PestTSNotes,PestFTChewFoli,PestFTDiscFoli,PestFTAbnFoli,PestFTInsectSigns,PestFTFoliAffect,PestFTNotes,PestBBInsectSigns,PestBBInsectPres,PestBBDiseaseSigns,PestBBProbLoc,PestBBAbnGrowth,PestBBNotes,PestPest,PestTS,PestFT,PestBB,yCoordinate,xCoordinate,SurveyDate,NoteThisTree,Comments,Revision,Species,UserId
{8D703950-2275-4E22-A24B-3E77DE2E97B3},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,03,1,-1,-1,P,1.8,7.5,7.5,3,2.5,2,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,48,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{A0E67C96-0744-427D-92FC-59C582686440},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,04,1,-1,-1,P,4.8,6.5,6.5,1.6,1.8,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{A533453A-D47A-425C-AE35-139C337C7596},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,05,1,-1,-1,P,3,7.5,7.5,3,3,1,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{60B189DB-4CAB-467A-9F79-6927F134393D},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,06,1,-1,-1,P,5.3,6.8,6.8,1.6,1.6,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{3A670450-C34B-489F-969E-C699FD5DBC82},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,07,1,-1,-1,P,2,5.1,5.1,4,6,2,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,28,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LIJA,
{0F05DCF1-C1C8-4AE7-8E28-4B7AA971049F},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,08,1,-1,-1,P,1,6.8,6.8,3.6,3,1,-1,38,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,38,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{D18DA4F9-5229-48AB-B8F7-F135228BF2E1},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,09,1,-1,-1,P,3,7.2,7.2,4.8,4.5,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,18,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{4C867316-C97F-462F-98FB-18451DC5348A},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,10,1,-1,-1,P,2.2,3.5,3.5,3.2,1.8,0,-1,58,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{F2470FD0-0381-48F1-B59E-AD5FF3153781},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,11,1,-1,-1,P,5,7,7,1.6,1.6,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,28,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{731C824A-1940-4D42-AD4C-142BCA3749EB},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,12,1,-1,-1,P,5.5,7,7,1.6,1.6,1,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{914828A0-A793-4A37-A8EE-9A800D6B642F},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,13,1,-1,-1,P,1.2,4,4,3.6,4,0,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{93B42776-AC4D-4123-B2DF-0E90136326EA},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,14,1,-1,-1,P,4.5,9,9,5,6,5,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,18,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CICA,
{D8DC8D2C-359C-41EF-AD78-70FBACDD2A9F},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,15,1,-1,-1,P,0.5,4.5,4.5,2,2,0,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CASA,
{B290BCC3-B96D-4FDF-872F-39864A22B3AD},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,16,1,-1,-1,P,1.3,2,2,1,1.2,0,-1,43,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CASA,
{00572EAB-2651-4C5C-9C31-B518BE07BD5E},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,17,1,-1,-1,P,2,6.5,6.5,5,4.5,2,-1,38,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,8,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CICA,
{97EE1673-2EAC-4FD3-873D-D70295967596},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,18,1,-1,-1,P,0.8,4.5,4.5,1.2,1.2,1,-1,33,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CRJA,
{99ADBD37-5C16-4FD0-941D-FF3BCDABCC6A},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,19,1,-1,-1,P,2.1,3.3,3.3,1.2,1.5,4,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PIJA,
{6D5EA93A-CAC7-4F22-B25B-2AAF88C1D630},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,20,1,-1,-1,P,0.2,2.2,2.2,1,1,2,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{F80B62C6-C5F0-4715-A743-9641DC1F9882},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,21,1,-1,-1,P,1.5,2.3,2.3,1,1.5,4,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LIJA,
{C9FE89AA-D8B1-403C-9DCA-360A8324B516},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,22,1,-1,-1,P,1.8,2.5,2.5,0.5,0.7,1,-1,43,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LIJA,
{F052C904-C289-464E-9FB2-5C9955AAB0E0},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,23,1,-1,-1,P,1.1,3.5,3.5,1.5,1.2,2,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{3DADFF44-9FD3-4099-8778-0F60C029EE44},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,24,1,-1,-1,P,1,2.5,2.5,0.7,0.5,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{6C89CE3A-650E-463C-B9C4-07DD4CA629EE},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,25,1,-1,-1,P,1.5,2.8,2.8,3,3,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,23,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSHE,
{1B21C8A6-9D5F-496A-A3CF-C59F44E97CA9},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,26,1,-1,-1,P,1.1,6.5,6.5,2.5,2,1,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ILAT,
{351E96A6-1164-4776-9395-AA87B6FAEF3A},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,27,1,-1,-1,P,1,2.3,2.3,1.5,1.2,4,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LIJA,
{739E71D2-2DCE-4CAC-8C3C-038CBDDBE3B2},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,28,1,-1,-1,P,0.5,6,6,1.3,1.3,3,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{CB6A507B-162E-40C9-8FDF-6618A1A070F5},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,29,1,-1,-1,P,3,5,5,1,1.2,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CHOB,
{C087A1E1-D2DF-4B02-BD50-D92D901C9BF2},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,30,1,-1,-1,P,0.3,2.8,2.8,1,1.2,1,-1,43,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CASA,
{FB2FBE53-4F6D-4409-BBDB-FE85596AD05B},Kyoto | Kyoto_2019 | 2019 | 3,Kyoto | Kyoto_2019 | 2019 | 3 | Temple/Shrine,31,1,-1,-1,P,0.3,2.8,2.8,1.2,1.2,3,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{30E41150-CABE-4B15-A30D-00FEE9C7818A},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,01,1,-1,-1,P,0.3,2.3,2.3,0.7,0.7,4,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,100,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{84C91C45-2C19-486F-911F-C91F7C0CEE8D},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,02,1,-1,-1,P,0.3,2.2,2.2,0.7,0.7,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,100,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CAJA9,
{C8038D23-859B-41DB-AB49-93AEE51163E7},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,03,1,-1,-1,P,1.3,2.4,2.4,1.2,1.2,4,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,8,88,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{226CB2EB-9C45-4D1C-8C82-C3C77ADBC5D3},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,04,1,-1,-1,P,1.7,2.9,2.9,1.2,0.6,3,-1,13,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,100,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,DE9,
{B2B9C1AF-76E9-4E2F-BDCE-6C13A0DD85C4},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,05,1,-1,-1,P,0.3,2.4,2.4,0.8,0.6,4,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,100,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CASA,
{38B872D4-AD04-4F26-959A-0C917E06817A},Kyoto | Kyoto_2019 | 2019 | 5,Kyoto | Kyoto_2019 | 2019 | 5 | Multi-Family Residential,06,1,-1,-1,P,1.2,2.8,2.8,1.2,0.7,3,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,3,100,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,DE9,
{84668516-33C4-4CCE-BFFC-D2EC0F7F5A83},Kyoto | Kyoto_2019 | 2019 | 6,Kyoto | Kyoto_2019 | 2019 | 6 | Transportation,01,0,-1,-1,P,5,11.8,11.8,7,7.2,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,63,23,Yes,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{B02F6DA2-CC0F-41B8-BE83-0EA2C94EC67D},Kyoto | Kyoto_2019 | 2019 | 6,Kyoto | Kyoto_2019 | 2019 | 6 | Transportation,02,0,-1,-1,P,3.5,8.2,8.2,5.4,5.4,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,58,18,Yes,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,GIBI,
{DAEAA111-56BC-4F3B-9211-3752DC3CF6A6},Kyoto | Kyoto_2019 | 2019 | 6,Kyoto | Kyoto_2019 | 2019 | 6 | Multi-Family Residential,03,0,-1,-1,P,2.3,8,8,5.4,5.4,5,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,58,18,Yes,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,GIBI,
{E3765E24-6E96-40FC-B29D-D282102FEDCA},Kyoto | Kyoto_2019 | 2019 | 6,Kyoto | Kyoto_2019 | 2019 | 6 | Residential,04,1,-1,-1,P,1.5,2.5,2.5,1.2,1.2,5,-1,13,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,18,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,QUAL2,
{A4F391C3-AA30-4E71-BB58-77570DEE824C},Kyoto | Kyoto_2019 | 2019 | 6,Kyoto | Kyoto_2019 | 2019 | 6 | Transportation,05,1,-1,-1,P,1.7,4.2,4.2,3,3,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,58,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{F8863501-CABC-4768-A41D-B0C0EDEC2F7D},Kyoto | Kyoto_2019 | 2019 | 7,Kyoto | Kyoto_2019 | 2019 | 7 | Residential,01,1,-1,-1,P,1.8,7,7,3.5,3.5,3,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{F5BAC4B0-A30B-4A13-BCEF-68FCE65BEB35},Kyoto | Kyoto_2019 | 2019 | 7,Kyoto | Kyoto_2019 | 2019 | 7 | Residential,02,1,-1,-1,P,1,3,3,1.5,1,2,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{D48019CD-F116-4224-9C68-A2797697AAB0},Kyoto | Kyoto_2019 | 2019 | 7,Kyoto | Kyoto_2019 | 2019 | 7 | Residential,03,1,-1,-1,P,1.3,3,3,1,1.2,1,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,EUJAAM,
{460550C6-15B9-42D5-B48E-9444AC80DA2D},Kyoto | Kyoto_2019 | 2019 | 7,Kyoto | Kyoto_2019 | 2019 | 7 | Residential,04,1,-1,-1,P,3,5.8,5.8,2.5,2.8,3,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,SYRE,
